
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
12.0481 4.81922 4.21682 23.5922 18.5843 11.5686 
CV Recruit
0.519108 
Alternative 1 Alternative  Stock: Rex
Catch Rex
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021 12.0481 4.81922 4.21682 11.5686 11.5686 11.5686 11.5686 2.82441e-13 
2022 12.0481 4.81922 4.21682 12.8621 12.875 12.878 12.9041 0.0140141 
2023 12.0481 4.81922 4.21682 10.1826 10.248 10.2591 10.3746 0.065124 
2024 12.0481 4.81922 4.21682 7.70788 7.92281 7.95929 8.313 0.206951 
2025 12.0481 4.81922 4.21682 5.70305 6.20376 6.27571 7.07477 0.458299 
2026 12.0481 4.81922 4.21682 4.32809 5.1765 5.27444 6.60986 0.738163 
2027 12.0481 4.81922 4.21682 3.704 4.65386 4.79886 6.33617 0.876865 
2028 12.0481 4.81922 4.21682 3.48707 4.46572 4.60217 6.19933 0.856732 
2029 12.0481 4.81922 4.21682 3.391 4.38932 4.50921 6.01268 0.822631 
2030 12.0481 4.81922 4.21682 3.34161 4.34566 4.45959 5.94314 0.804534 
2031 12.0481 4.81922 4.21682 3.345 4.33031 4.43871 5.90255 0.792538 
2032 12.0481 4.81922 4.21682 3.38171 4.30766 4.43759 5.84117 0.785978 
2033 12.0481 4.81922 4.21682 3.39965 4.32592 4.44099 5.92183 0.788998 
2034 12.0481 4.81922 4.21682 3.33498 4.30407 4.43712 5.92169 0.785751 

Fishing_mortalityRex
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.409759 0.573207 0.000133444 0.000133444 0.000133444 0.000133444 1.43657e-18 
2022  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 1.07174e-11 
2023  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 9.30645e-10 
2024  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 9.4369e-15 
2025  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 9.4369e-15 
2026  0 0.409759 0.573207 0.511716 0.573207 0.56257 0.573207 0.0211128 
2027  0 0.409759 0.573207 0.43358 0.552503 0.529081 0.573207 0.0512676 
2028  0 0.409759 0.573207 0.406419 0.528948 0.514714 0.573207 0.0595257 
2029  0 0.409759 0.573207 0.394391 0.519382 0.508516 0.573207 0.0629827 
2030  0 0.409759 0.573207 0.388208 0.513916 0.505163 0.573207 0.0640974 
2031  0 0.409759 0.573207 0.388632 0.511994 0.503443 0.573207 0.0630347 
2032  0 0.409759 0.573207 0.393228 0.509158 0.503133 0.573207 0.0622188 
2033  0 0.409759 0.573207 0.395474 0.511445 0.503496 0.573207 0.0625849 
2034  0 0.409759 0.573207 0.387377 0.508709 0.503555 0.573207 0.0630797 

Total_BiomassRex
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 56.7491 15.3077 14.1923 31.9747 31.9747 31.9747 31.9747 2.16716e-13 
2022 56.7491 15.3077 14.1923 31.8898 32.5716 32.728 34.1044 0.739034 
2023 56.7491 15.3077 14.1923 24.3523 25.7494 25.9733 28.2404 1.31575 
2024 56.7491 15.3077 14.1923 18.4872 20.644 20.9105 24.139 1.82818 
2025 56.7491 15.3077 14.1923 14.6236 17.3412 17.5916 21.6021 2.24392 
2026 56.7491 15.3077 14.1923 12.1387 15.3762 15.7082 20.1771 2.55727 
2027 56.7491 15.3077 14.1923 10.9848 14.4893 14.8034 19.4802 2.65829 
2028 56.7491 15.3077 14.1923 10.5978 14.1364 14.4273 18.9984 2.60506 
2029 56.7491 15.3077 14.1923 10.5373 13.9645 14.2558 18.6292 2.54489 
2030 56.7491 15.3077 14.1923 10.5436 13.8534 14.2084 18.6547 2.5273 
2031 56.7491 15.3077 14.1923 10.6922 13.7825 14.1765 18.8871 2.53399 
2032 56.7491 15.3077 14.1923 10.5667 13.8514 14.1589 18.6716 2.49617 
2033 56.7491 15.3077 14.1923 10.454 13.7922 14.0959 18.5997 2.47478 
2034 56.7491 15.3077 14.1923 10.5241 13.7032 14.0489 18.4167 2.45234 
Alternative 7 Alternative  Stock: Rex
Catch Rex
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 2.02344 2.21233 0.0019 0.0019 0.0019 0.0019 3.01408e-17 
2022  0 2.02344 2.21233 5.67058 5.6707 5.67073 5.67098 0.000131913 
2023  0 2.02344 2.21233 5.23975 5.24136 5.24168 5.2448 0.00168665 
2024  0 2.02344 2.21233 5.75287 5.7688 5.77177 5.80097 0.0163501 
2025  0 2.02344 2.21233 4.00921 4.08076 4.09291 4.21866 0.0708654 
2026  0 2.02344 2.21233 2.65466 3.01214 3.04826 3.53012 0.283796 
2027  0 2.02344 2.21233 1.65686 2.43593 2.45565 3.38036 0.569982 
2028  0 2.02344 2.21233 1.40841 2.11694 2.20638 3.25058 0.595227 
2029  0 2.02344 2.21233 1.33068 2.0199 2.1027 3.10155 0.567942 
2030  0 2.02344 2.21233 1.25919 1.98492 2.04903 3.03839 0.55519 
2031  0 2.02344 2.21233 1.24877 1.9579 2.02169 3.02298 0.542496 
2032  0 2.02344 2.21233 1.25995 1.93328 2.01599 2.98253 0.535158 
2033  0 2.02344 2.21233 1.27772 1.93686 2.01811 2.98016 0.530932 
2034  0 2.02344 2.21233 1.26339 1.95025 2.02484 2.98103 0.541241 

Spawning_Biomass Rex
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 12.0481 4.81922 4.21682 11.5686 11.5686 11.5686 11.5686 2.82441e-13 
2022 12.0481 4.81922 4.21682 12.8621 12.875 12.878 12.9041 0.0140141 
2023 12.0481 4.81922 4.21682 11.0228 11.0882 11.0993 11.2148 0.065124 
2024 12.0481 4.81922 4.21682 8.93635 9.15128 9.18776 9.54147 0.206951 
2025 12.0481 4.81922 4.21682 6.32199 6.8227 6.89464 7.69371 0.458299 
2026 12.0481 4.81922 4.21682 4.6337 5.4821 5.58004 6.91546 0.738163 
2027 12.0481 4.81922 4.21682 3.79439 4.80308 4.93431 6.4854 0.891436 
2028 12.0481 4.81922 4.21682 3.52109 4.52998 4.65637 6.27165 0.869131 
2029 12.0481 4.81922 4.21682 3.40479 4.41033 4.53011 6.04756 0.829185 
2030 12.0481 4.81922 4.21682 3.3463 4.35116 4.46742 5.9599 0.807425 
2031 12.0481 4.81922 4.21682 3.34647 4.33125 4.44157 5.91059 0.793697 
2032 12.0481 4.81922 4.21682 3.38259 4.30833 4.43859 5.84196 0.786429 
2033 12.0481 4.81922 4.21682 3.39981 4.32587 4.44132 5.92186 0.789174 
2034 12.0481 4.81922 4.21682 3.33494 4.30405 4.43722 5.92218 0.785822 

Fishing_mortalityRex
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.409759 0.573207 0.000133444 0.000133444 0.000133444 0.000133444 1.43657e-18 
2022  0 0.409759 0.573207 0.409758 0.409758 0.409758 0.409758 2.83708e-11 
2023  0 0.409759 0.573207 0.409758 0.409758 0.409758 0.409758 1.0134e-09 
2024  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 9.4369e-15 
2025  0 0.409759 0.573207 0.573207 0.573207 0.573207 0.573207 9.4369e-15 
2026  0 0.409759 0.573207 0.549979 0.573207 0.57051 0.573207 0.00928391 
2027  0 0.409759 0.573207 0.444896 0.571187 0.537369 0.573207 0.0467361 
2028  0 0.409759 0.573207 0.410678 0.536993 0.518457 0.573207 0.0582161 
2029  0 0.409759 0.573207 0.396118 0.522013 0.509969 0.573207 0.062541 
2030  0 0.409759 0.573207 0.388794 0.514605 0.505703 0.573207 0.063943 
2031  0 0.409759 0.573207 0.388816 0.512112 0.503645 0.573207 0.0629883 
2032  0 0.409759 0.573207 0.393338 0.509242 0.503202 0.573207 0.0622051 
2033  0 0.409759 0.573207 0.395494 0.511439 0.503518 0.573207 0.0625817 
2034  0 0.409759 0.573207 0.387372 0.508706 0.50356 0.573207 0.0630786 

Total_BiomassRex
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 56.7491 15.3077 14.1923 31.9747 31.9747 31.9747 31.9747 2.16716e-13 
2022 56.7491 15.3077 14.1923 31.8898 32.5716 32.728 34.1044 0.739034 
2023 56.7491 15.3077 14.1923 26.0361 27.4333 27.6572 29.9245 1.31581 
2024 56.7491 15.3077 14.1923 20.8934 23.0507 23.3175 26.5465 1.82887 
2025 56.7491 15.3077 14.1923 15.8382 18.5564 18.8068 22.8175 2.24452 
2026 56.7491 15.3077 14.1923 12.7379 15.9768 16.3085 20.7783 2.55771 
2027 56.7491 15.3077 14.1923 11.1888 14.7564 15.0706 19.773 2.67901 
2028 56.7491 15.3077 14.1923 10.6565 14.2609 14.5347 19.1402 2.6212 
2029 56.7491 15.3077 14.1923 10.576 14.005 14.2973 18.6945 2.5525 
2030 56.7491 15.3077 14.1923 10.5509 13.8685 14.224 18.6591 2.53035 
2031 56.7491 15.3077 14.1923 10.6943 13.7872 14.1822 18.89 2.53515 
2032 56.7491 15.3077 14.1923 10.5675 13.8523 14.1608 18.6735 2.49661 
2033 56.7491 15.3077 14.1923 10.454 13.7923 14.0965 18.5998 2.47495 
2034 56.7491 15.3077 14.1923 10.5242 13.7031 14.0491 18.4167 2.4524 
