
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
52.5576 21.023 18.3951 54.0161 43.9513 40.4577 
CV Recruit
0.478536 
Alternative 1 Alternative  Stock: Rex
Catch Rex
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021 52.5576 21.023 18.3951 40.4577 40.4577 40.4577 40.4577 8.52651e-14 
2022 52.5576 21.023 18.3951 46.5006 46.5417 46.5499 46.628 0.041856 
2023 52.5576 21.023 18.3951 42.5137 42.7303 42.7634 43.1322 0.207214 
2024 52.5576 21.023 18.3951 37.6882 38.4351 38.545 39.722 0.687025 
2025 52.5576 21.023 18.3951 32.009 33.7543 33.9659 36.6063 1.5276 
2026 52.5576 21.023 18.3951 26.6387 29.419 29.6996 33.8107 2.33486 
2027 52.5576 21.023 18.3951 22.6214 25.9724 26.3239 31.1074 2.78902 
2028 52.5576 21.023 18.3951 19.5518 23.503 23.8512 29.1987 2.99219 
2029 52.5576 21.023 18.3951 17.8094 21.7054 22.121 27.3359 3.03722 
2030 52.5576 21.023 18.3951 16.7527 20.6388 21.0032 26.3268 2.94258 
2031 52.5576 21.023 18.3951 16.4252 19.8826 20.3372 25.6417 2.81201 
2032 52.5576 21.023 18.3951 16.2949 19.4579 19.9766 25.0409 2.72411 
2033 52.5576 21.023 18.3951 16.2362 19.3434 19.7977 25.0008 2.69498 
2034 52.5576 21.023 18.3951 16.0358 19.2748 19.685 24.8567 2.64549 

Fishing_mortalityRex
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.219218 0.272159 0.00572294 0.00572294 0.00572294 0.00572294 6.15827e-17 
2022  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 9.53214e-11 
2023  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 2.79098e-09 
2024  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2025  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2026  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2027  0 0.219218 0.272159 0.272159 0.272159 0.272143 0.272159 0.000359238 
2028  0 0.219218 0.272159 0.252111 0.272159 0.269684 0.272159 0.00712659 
2029  0 0.219218 0.272159 0.228367 0.272159 0.26278 0.272159 0.01557 
2030  0 0.219218 0.272159 0.213967 0.266923 0.256147 0.272159 0.0201841 
2031  0 0.219218 0.272159 0.209503 0.256619 0.251418 0.272159 0.0219493 
2032  0 0.219218 0.272159 0.207728 0.250831 0.248443 0.272159 0.0225519 
2033  0 0.219218 0.272159 0.206928 0.249271 0.24693 0.272159 0.0229362 
2034  0 0.219218 0.272159 0.204197 0.248336 0.246111 0.272159 0.0232815 

Total_BiomassRex
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 217.789 57.2025 52.7094 107.593 107.593 107.593 107.593 1.7053e-12 
2022 217.789 57.2025 52.7094 112.009 114.115 114.54 118.547 2.14909 
2023 217.789 57.2025 52.7094 95.2482 99.6639 100.238 107.008 3.99692 
2024 217.789 57.2025 52.7094 79.7946 86.661 87.3801 97.1791 5.65958 
2025 217.789 57.2025 52.7094 67.4563 75.9944 76.702 88.8094 6.90446 
2026 217.789 57.2025 52.7094 57.5615 67.4416 68.4743 82.1028 7.66641 
2027 217.789 57.2025 52.7094 50.6741 61.674 62.5148 75.9802 7.99441 
2028 217.789 57.2025 52.7094 45.9073 57.6056 58.323 72.1275 8.1269 
2029 217.789 57.2025 52.7094 43.4402 54.6899 55.4801 69.6473 8.05859 
2030 217.789 57.2025 52.7094 42.2595 52.855 53.8369 68.0692 7.94277 
2031 217.789 57.2025 52.7094 41.8448 51.391 52.85 67.5253 7.89199 
2032 217.789 57.2025 52.7094 41.0605 51.5389 52.2952 66.6973 7.71452 
2033 217.789 57.2025 52.7094 40.845 51.0012 51.8493 65.0613 7.58483 
2034 217.789 57.2025 52.7094 40.5479 50.6788 51.5803 65.0847 7.50053 
Alternative 7 Alternative  Stock: Rex
Catch Rex
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 7.4866 8.10838 0.392 0.392 0.392 0.392 8.10463e-15 
2022  0 7.4866 8.10838 16.1008 16.1046 16.1053 16.1126 0.00387046 
2023  0 7.4866 8.10838 15.0968 15.1513 15.1612 15.261 0.054425 
2024  0 7.4866 8.10838 16.3337 16.6964 16.7544 17.3753 0.349323 
2025  0 7.4866 8.10838 13.2291 14.1119 14.2239 15.5718 0.779123 
2026  0 7.4866 8.10838 10.6787 11.9572 12.1281 14.0363 1.09326 
2027  0 7.4866 8.10838 8.96701 10.4527 10.6105 12.7389 1.22686 
2028  0 7.4866 8.10838 7.4332 9.40641 9.52133 11.797 1.3339 
2029  0 7.4866 8.10838 6.02463 8.68738 8.64754 11.1337 1.52937 
2030  0 7.4866 8.10838 5.33374 8.1596 8.02253 10.6082 1.61584 
2031  0 7.4866 8.10838 5.07526 7.52216 7.63166 10.3108 1.61824 
2032  0 7.4866 8.10838 5.03767 7.22465 7.4173 10.093 1.61408 
2033  0 7.4866 8.10838 4.97359 7.12495 7.31439 10.1057 1.61894 
2034  0 7.4866 8.10838 4.82104 7.08062 7.24662 10.0044 1.59384 

Spawning_Biomass Rex
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 52.5576 21.023 18.3951 40.4577 40.4577 40.4577 40.4577 8.52651e-14 
2022 52.5576 21.023 18.3951 46.5006 46.5417 46.5499 46.628 0.041856 
2023 52.5576 21.023 18.3951 44.232 44.4486 44.4818 44.8506 0.207254 
2024 52.5576 21.023 18.3951 40.6268 41.3755 41.4852 42.6645 0.688229 
2025 52.5576 21.023 18.3951 34.1355 35.8821 36.095 38.7372 1.52997 
2026 52.5576 21.023 18.3951 28.1186 30.9012 31.1828 35.3006 2.33759 
2027 52.5576 21.023 18.3951 23.6279 26.9811 27.3328 32.1167 2.791 
2028 52.5576 21.023 18.3951 20.2277 24.1767 24.5268 29.8753 2.99372 
2029 52.5576 21.023 18.3951 18.1611 22.1527 22.5529 27.783 3.059 
2030 52.5576 21.023 18.3951 16.9363 20.9134 21.2617 26.6219 2.9763 
2031 52.5576 21.023 18.3951 16.561 20.0356 20.4837 25.8348 2.84293 
2032 52.5576 21.023 18.3951 16.3583 19.5302 20.0558 25.1298 2.74674 
2033 52.5576 21.023 18.3951 16.2662 19.3578 19.839 25.0823 2.70969 
2034 52.5576 21.023 18.3951 16.0438 19.3015 19.7055 24.8878 2.65448 

Fishing_mortalityRex
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.219218 0.272159 0.00572294 0.00572294 0.00572294 0.00572294 6.15827e-17 
2022  0 0.219218 0.272159 0.219218 0.219218 0.219218 0.219218 1.88092e-11 
2023  0 0.219218 0.272159 0.219218 0.219218 0.219218 0.219218 2.98833e-09 
2024  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2025  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2026  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2027  0 0.219218 0.272159 0.272159 0.272159 0.272159 0.272159 1.4988e-15 
2028  0 0.219218 0.272159 0.261321 0.272159 0.270929 0.272159 0.00473212 
2029  0 0.219218 0.272159 0.23316 0.272159 0.264786 0.272159 0.0137978 
2030  0 0.219218 0.272159 0.216468 0.270665 0.257816 0.272159 0.019283 
2031  0 0.219218 0.272159 0.211355 0.258703 0.252509 0.272159 0.0215336 
2032  0 0.219218 0.272159 0.208592 0.251815 0.249053 0.272159 0.0223486 
2033  0 0.219218 0.272159 0.207337 0.249467 0.247258 0.272159 0.0228553 
2034  0 0.219218 0.272159 0.204306 0.248699 0.246267 0.272159 0.0232432 

Total_BiomassRex
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 217.789 57.2025 52.7094 107.593 107.593 107.593 107.593 1.7053e-12 
2022 217.789 57.2025 52.7094 112.009 114.115 114.54 118.547 2.14909 
2023 217.789 57.2025 52.7094 98.6329 103.049 103.624 110.395 3.99804 
2024 217.789 57.2025 52.7094 85.3333 92.2165 92.9394 102.787 5.67316 
2025 217.789 57.2025 52.7094 71.3156 79.8562 80.571 92.7157 6.91534 
2026 217.789 57.2025 52.7094 60.189 70.0861 71.1099 84.7504 7.67328 
2027 217.789 57.2025 52.7094 52.4338 63.4386 64.2846 77.746 7.99808 
2028 217.789 57.2025 52.7094 47.0823 58.7783 59.4986 73.3059 8.12902 
2029 217.789 57.2025 52.7094 44.2101 55.4261 56.2259 70.4237 8.08745 
2030 217.789 57.2025 52.7094 42.6432 53.3117 54.2785 68.5767 7.98302 
2031 217.789 57.2025 52.7094 41.9876 51.6602 53.0973 67.8635 7.92579 
2032 217.789 57.2025 52.7094 41.1213 51.6294 52.4274 66.9138 7.73834 
2033 217.789 57.2025 52.7094 40.8623 51.0577 51.9177 65.2013 7.59917 
2034 217.789 57.2025 52.7094 40.5736 50.7085 51.6143 65.1118 7.50855 
